,Comments,Emotion
2017,babu what you are talking you also changed names of the past schemes in your ruling time for example rajiv aarogyasri to ntr vaidyaseva rajiv udyogasri peru kuda gurthulekunda chesav arogyasri peru marchadame kakunda danni purthiga brasthu pattinchav corrupt chesav ipudu maa jagananna vachadu danni malli oka dariloki testhadu chudu nuvvu cheyagaligithe manchi chey ledante muskoni kurcho burada jalle prayatnam cheyaku,Negative
2018,nu techindai a umemployment nee vallai a daridram a state ku,Negative
2019,mari anna canteen ki e color yesav babu nevu chesthe adi correct inkokaru chesthe wrong nevu chesav vallu chesaru mandyalo janale thingarolu political parties marali prathidi raajikiyam chestunnaru janalaki kavalisindi matuku chayiru,Negative
2020,you have put all this hypocrisy on rtc bus then,Negative
2021,emi ni valla labam babu,Negative
2022,"tell me, don't go",Negative
2023,"if you haven't noticed, the graveyards are already painted yellow",Positive
2024,babu kabin got 1000 jobs because of his secretariat. how many jobs have you ever given in your life?,Positive
2025,"if you want jabu to come, why should babu come?",Negative
2026,"sir jagan is giving jobs, tell me what you have done",Positive
2027,babu should be a little shy to talk to you,Positive
2028,niki is not qualified to talk about jobs but you have given a good job to your son,Positive
2029,what u have done for five years period,Positive
2030,"u r also painted for rtc busses as a ""pallevelugu"" at that time who has given permission to u to change the color and name?",Negative
2031,sir meeru 5 years lo tesina dsc post lu eppati evvaleaka pothunaru sir meaku jobs teyyadadem kadu tesina 100 post lu ki kuda can't even conduct exam properly,Negative
2032,good for employment grama sachivalayam,Positive
2033,jagan cheppedi nijame abadhalu cheppadamlo pakka vallanu use and throw lo badnam cheyamdalo amdite juttu lekapote kallu veetilo tamaru phd chesaru sami jai nippu jai jai pappu,Negative
2034,pola erry prefecture,Positive
2035,aya musalollu party lokesh took the campaign in the hands of balayya and you are comfortable in the mp thinking rama krishna and supported devansh and elected.,Positive
2036,jagan is ruling better than you. good cm jagan has done nothing to the people except in the name of 40 virus experience.,Positive
2037,mad woman tie a mortar and pestle and push the godari,Negative
2038,"papi chirayu will know if you are surrounded by fire sir, sorry rust babu",Negative
2039,"i can't give you jobs, i have a record of being a useless cm, kabin jagan is a leader with a vision.",Positive
2040,"oh' my god pacha media lo chandra babu sir ki yenni ""negative"" comments aaa ????? sir ""tdp"" is over forever",Negative
2041,pinjari widow,Positive
2042,a child with a rash that cannot be covered with a cloth,Positive
2043,this jagan anna under the name of aakda prabanjana 151 sets,Positive
2044,that's why i gave you 23,Negative
2045,let jagan be defeated for another 10 years.,Positive
2046,ne mokam le don't talk without giving a single job babu who gave you right to talk against it,Negative
2047,"if you talk like this, you will not even get three seats in the next election",Positive
2048,"nayana, change your dog's mind. those who got marks for writing exams got jobs, but where did that politics happen?",Negative
2049,vasco da gama jagan,Negative
2050,babu should retire now,Negative
2051,"chandu bro, your time will come soon too",Positive
2052,who gave you the right to write the rtc bus in yellow color when you write navy?,Negative
2053,sir volunteers and village secretariat have a man to ask their people,Positive
2054,"jagan has given 4000 jobs in 40 years, you are talking shamelessly.",Positive
2055,pick up le siruuuuu and what did you pick up your government?,Positive
2056,marava you forget,Positive
2057,jagan voluntary job granty ledu sachivalayam jobs 3year agreement meeda santakam cheste sachivalayam job jagan cm padavilage job lu untayo potayo teliyadu ichina joblu kuda ycp partyki sambanchina vallak icharu,Negative
2058,prostration is the last stage,Negative
2059,"apara swami, you are not talking about jobs, you have been there for 40 years, even 40 jobs have not been given to you.",Negative
2060,your father is my son,Positive
2061,"ori gaddam baduku, you are big doga, erri pooka, do you have guts before chandra babu",Negative
2062,discoloration is always happening!,Positive
2063,"why is jagan doing something, why is the people giving power to jagan?",Negative
2064,you work hard and rob the one who gives,Positive
2065,if you do employment christe you have got a joke sir,Negative
2066,don't be put to the cemetery in summer,Negative
2067,don't you wear pora pooka neevu color anna canteenski enadaina inni jobs teesava in your birth,Negative
2068,sir tell me what you have done in 40 years,Positive
2069,chandra babu without hands,Negative
2070,who doesn't do politics like why did you lose your birth place?,Negative
2071,last 5 years lo 40000 jobs kuda evaledu employees ki manchi jaruguthundi antai neku eam nopi swamy buildings mathramai kadithai saripodhu danki kavalisena employees kuda undali,Negative
2072,"if the cabin is destroyed, the poverty of this state will disappear, but jai up",Positive
2073,back channel,Positive
2074,"if you wear it, it's a mess",Positive
2075,the heat does not change,Neutral
2076,chudu taataya babu vaste job vastundi ani janaani gorrilni chesavu kani jagan anna chepakunda chala jobs echadu daniki nv kuda siggu padali entha experience undi neku elanti idea rananduku chavali kani nv dani meeda yadava satires vestunavu konthamandi lavada gallu navutunaru kada nv cheepe sollu ki valu emito naku ardamkavadam led,Negative
2077,job kavalanti babu should come and give up to the unemployed. 30 years of experience will be paid.,Positive
2078,"the power was given by the people, sir",Positive
2079,anna canteens ki m rangu vesaru sir,Negative
2080,anti babu 1 lakh sachivalayam jobs icharu ela istaru ycp vallu this is very dharunam kadupu mandipotundi babu garu don't worry babu garu inko 15 years tarvata tdp vastundi apudu miru 10 lakhs jobs ivande,Negative
2081,samsanalaka color babu,Positive
2082,loafer channel west cart,Positive
2083,your days are over,Positive
2084,bodies and frustration,Negative
2085,most of correption is done in tdp,Positive
2086,"mr cbn in your whole 40 years of so called political experience you never recruited such government posts which will benefit majorly bc/sc/st and also oc's govt job gives security to middle class and poor sections that is why poor people are always against you <a href=""http://mr cbn/"">mr cbn</a> the soon tdp realize this the better it will be for tdp",Positive
2087,punch the viburnum flower,Negative
2088,confused about color? nayana,Neutral
2089,a dream will appear,Positive
2090,"on your money on the office you built, it is people's money",Positive
2091,you will not be wise to look for garbage,Negative
2092,"that broker is my son, where is robin gadu?",Negative
2093,"did you build it with your own money, my son?",Negative
2094,"i did not feel like giving it to him, when jagan gave it to him, he did not know what to do and cried",Neutral
2095,fan lover weeping with loosing stools their mouths are filled with dog let them weep bastards yerri choopula cm,Negative
2096,"that power was given by the people, did they give 151 seats and then forget it?",Negative
2097,shut up chandrababu's job is over,Negative
2098,what did you do then fight?,Positive
2099,orey bokka okka job aina nv ichava anduku ra ne bathuku ippudu 1 40000 jobs okesari recruitment ayi ma lanti vallu antha happy ga unte cm ki credit velthundi ani ne badha anthe kada,Negative
2100,believed in tdp for 10 years but did not get job now vissar got otesa job we don't have parties anymore our leader is the one who made our lives better,Negative
2101,you still have to make excuses for your life on ycp,Positive
2102,"i will give one job to mosanchesinandhu, bholodini people will chase you with sandals.",Negative
2103,blisters,Negative
2104,know first if you lost to that,Positive
2105,sami md etta ipoyavu,Positive
2106,anna canteen ki yellow voice sir,Positive
2107,you are crazy,Positive
2108,"hawly, where did you get married?",Negative
2109,"no matter what you said, you lost very badly",Negative
2110,bolli babu,Negative
2111,load and enter,Positive
2112,dabba andhrajyothy meru pasupu color easy unnappudu meeru em peru anna canteen pasupu color mee meeting pasupu color nuvvu cm vi ayyindi pasupu color appudu leni color ippudaa babu garu,Negative
2113,jagan will sell the state if he has 5 more years,Negative
2114,are you the yellow media?,Negative
2115,420cbn,Positive
2116,your face looks like a dream of death,Negative
2117,apura ayya ne mohaniki okka job ichava edupugottumoham esukuni notikochinatlu matladutunav mahanubavudu sr ntr garu pettina party ni lakkuni cm ayav nesangati evariki telidu rekula shed ki 9crores petinodivi april lo election petukuni hadavidi ga dec 31mid night ki notifications vidichavu 2 5laks crores appulu chesipetti poyav lady mro ni me mla kottina patinchukola avineeti akramalaku care of address nuvve nuvva matladedi inka chale rest tesuko,Negative
2118,tell me what you did sir,Positive
