,Comments,Emotion
3174,divya vani doesn't have that much scene,Positive
3175,powe divya poi and speak the words of god,Positive
3176,roja says 100 % currect,Positive
3177,divya vani dobbey on ok,Positive
3178,who is angry?,Negative
3179,divyavani garu you are unfit to politics pl,Positive
3180,"divya, your words are like movie dialogues",Positive
3181,"stop mom, you are also talking about your tdp's money, shamelessly, you will not even get a deposit in 2019.",Negative
3182,roja has spoken correctly,Positive
3183,roja garu you are very great correct divya vani pukulo sodi apu stop everyone knows people are not crazy,Positive
3184,auntie koncham is in a new craze and it is better to hide,Neutral
3185,why did vani go to tdp?,Negative
3186,earlier nv kristen nv you are talking about yellow kum kum,Negative
3187,amma divya vani garu remember you don't put khari in curry amma don't give bible speech,Negative
3188,shame on you divine voice,Negative
3189,"divya vani garu, it would be better if you shut your mouth",Positive
3190,is the bible over?,Negative
3191,"when checks are given, rojamma feels like a leg and bends out.",Neutral
3192,"my mother rojamma, your intelligence should have made you rbi governor",Positive
3193,you are adding words to injustice,Positive
3194,roja meekendu's worthless metal jabberdust is laughable,Negative
3195,tebaav le sodi tdp is only annoying,Positive
3196,divya vani where have you lived in the wilderness all these years?,Positive
3197,daily,Positive
3198,oh diviners!,Positive
3199,dakara mahila le mahila dakara leni mahila la sangathan enti cm garu,Negative
3200,"divya vani, you are also chili anka meri chikhalli meme vinalli, cheep chili",Negative
3201,roja garu chepindhi aksharala nijam divya vani cbn gadiki tissue pepar vadukoni vadelestadu,Negative
3202,dwcra mahila lu ni ekkada thittaru roja mi tdp vala bathuku antha inthe,Negative
3203,"if you are a woman, ask for loan waiver first",Negative
3204,"roja garu has spoken correctly divyavani you should go to chandrababu's house and talk to him, you will be very useful for that.",Positive
3205,sister divyavani please silence and go back to jesus,Negative
3206,jagan cm aete srvanasaname donga jagan,Negative
3207,"hello divya rani, show her to any doctor, no one understands what she is saying",Positive
3208,super talking roja,Positive
3209,you are a tdp madam then,Negative
3210,correctly said roja madam,Positive
3211,raw roja rides son,Positive
3212,correct what roja asked,Positive
3213,roja madam you spoke super well,Positive
3214,roja asked nicely,Positive
3215,amma divya vani garu is talking,Positive
3216,super divine voice,Positive
3217,roja didn't know what to say so she made it,Positive
3218,"madam divvya vani, no matter what you say or do, we do not know what you have done. greetings to you and your party.",Positive
3219,bapu bomma neekendukamma politics live it,Negative
3220,if roja garini thithi rip to all on my behalf,Negative
3221,you have to say it yourself and nitulu divvani garu should learn it from you and popovamma,Positive
3222,"tv9 has two lanjas, 1 devi and divya vani",Negative
3223,they are in the opposition party and they have been fighting for so many years. you can come here and talk to them like they want to.,Positive
3224,cast tdp,Positive
3225,"what is appu vani saying to you, don't believe your moon levels",Negative
3226,chandrababu is the singer of divyavani,Positive
3227,"after so many days in skin, why now these thief dramas are for politics",Negative
3228,"what are you talking about divyavani, you are not innocent here, what have you done in these four and a half years?",Positive
3229,"let's talk sunita with one text, speak carefully",Positive
3230,dikkumalini ycp party leaders kcr rythu bandhu's checks given before the elections will be valid and dwakra checks will also be valid. jaganmohan reddy will eat ap if his father rajasekhar reddy's government comes and robs jaganmohan reddy of lakhs of crores of rupees.,Positive
3231,very good rojagaru divwanigaru better if you shut up bodi you say rojagari is mla for four years how many years of experience do you have none can you call jagan rojagari shut up,Positive
3232,roja is the best,Positive
3233,vagatunau without answering what was asked,Negative
3234,divya vani spoke very well,Positive
3235,dislike for divyavani,Neutral
3236,pasupu kunka kurra kunka kadu mundu telugu nerchko aravam batch nv poi tamil serial s chesko po siggu lajjja ledu niku bible patkoni aa lathkore tdp gallaki ela support chestnavama nta dabbulu icharu,Negative
3237,mundas who act in movies as long as they are old are prostitutes who enter politics after their age.,Neutral
3238,where have you been for how many days?,Positive
3239,where are you with the thickness divya vani garu's status is useless,Negative
3240,poor god you are,Negative
3241,isn't this divine voice chonwerthed's sheep? this is the value of telsu yellow saffron,Negative
3242,bag chapunthav lee voice end jai roj madam,Negative
3243,roja is speaking correctly i will support you madam,Positive
3244,"chandrababu sanka, holding the bible, don't show me shame or shame",Negative
3245,abcd rani vani,Positive
3246,how many agree with roja's statement,Negative
3247,who is mudjalle the neti jati with a charitable mind and talking or talking rice or eating what are you you are this heroine mother bangalore gedha cure who are the people know where did you come from lately another sadineni yamini,Negative
3248,wow roja gary super speech,Positive
3249,sodi apu divyavani garu roja madam 100/ correct,Positive
3250,"do you know more than roja madam, she was in your party for many days",Positive
3251,who asked when there was no money,Negative
3252,"roja, why are you taking our lives?",Positive
3253,who actually asked you 10000?,Negative
3254,"divyavani, you came today, you came for votes, we know your group",Positive
3255,rojas is super,Positive
3256,rosa said correctly,Positive
3257,divyavani chalu your dramas,Positive
3258,"cabin is ruling well. cabin walli amaravati is developed. jagan is in seebum place, not amaravati, but your party is developing it.",Positive
3259,i hate roja but she is correct,Positive
3260,"roja aka super hello divya vani, you don't have a ticket for mla, do you even drive a car in tdp, he is a vile babu, be careful and do good bhajan to papu.",Positive
3261,everyone says west is doing politics,Negative
3262,vani cannot compete with roja,Negative
3263,it is better to swallow the divine,Positive
3264,super divya akka,Positive
3265,correct roja garu,Positive
3266,"for whom madam these dramas are really in love with the women of our state but can they be given within 2 years of coming to power???? i mean, do you remember the women of our state for 4 years and 8 months???? it's only for election, people are not crazy as you do it for election, they answer everything with vote, for your selfish interests, you have made the state directionless, where is a job for home????? change now save our state",Negative
3267,roja garu political speech(on spot) divyavani garu movie dialogues (prepared) people like actors because they don't play politics they support who are genuine,Positive
3268,divya vani is like a poobig player,Positive
3269,divyavani! the people of telugu country insisted on putting aside the bible,Negative
3270,jai telugudesam seebam,Negative
3271,"before talking about paritala ravanna's family, think about your capacity before speaking, roja, or else we will tear you apart and put salt in it.",Positive
3272,"amma divya, you said well, how many years has babu been eating grass?",Negative
3273,"amma divya, fast, if you get a notification that the checks are valid, answer the question that they are invalid",Negative
3274,yes roja,Positive
3275,politics does not work for you,Negative
3276,roja garu go to a poor house any day and see how festive it looks. show me a house that is not benefited.,Neutral
3277,elections stunt,Positive
3278,"divyavani, it would be good to take the bible and say the word",Positive
3279,you thieves are divine,Positive
3280,and did you remember now that rajanna put the canteen in tamaru's four years and you are such a drama?,Positive
3281,divya vani anta is a new flower in the market,Positive
3282,divyavani garu leave politics this is not correct,Negative
